Princípio Ativo,Detentor Registro,Nome Comercial,Registro,Concentracao,FormaFarmaceutica,Data Inclusao Lista Referência,Data Atualização Bulário,Acesso Bulário
hidroxizina (dicloridrato),EMS,DICLORIDRATO DE HIDROXIZINA,102350998,25mg,com,14/06/2024,2025-04-08T10:10:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102350998
ibandronato de sódio,Laboratórios Bagó,BONVIVA,156260030,150mg,com rev,12/11/2012,2024-05-15T10:28:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=156260030
ibrutinibe,Janssen-Cilag,IMBRUVICA,112363439,140 mg,com rev,05/04/2024,2025-01-31T15:30:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363439
ibrutinibe,Janssen-Cilag,IMBRUVICA,112363439,420 mg,com rev,12/04/2024,2025-01-31T15:30:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363439
ibrutinibe,Janssen-Cilag,IMBRUVICA,112363439,560 mg,com rev,12/04/2024,2025-01-31T15:30:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363439
ibuprofeno,PF Consumer,ADVIL,192900005,200mg,com rev,26/07/2018,2024-08-16T09:14:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=192900005
ibuprofeno,PF Consumer,ADVIL,192900005,400 mg,cap mole,08/03/2013,2024-08-16T09:14:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=192900005
ibuprofeno,PF Consumer,ADVIL 12h,192900007,600mg,com rev lib prol,26/11/2021,2024-08-16T09:06:59.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=192900007
ibuprofeno,Cosmed,ALIVIUM,178170807,30mg/mL,sus or,12/11/2012,2024-08-15T16:47:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170807
ibuprofeno,Cosmed,ALIVIUM,178170807,50mg/mL,sus or,12/11/2012,2024-08-15T16:47:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170807
ibuprofeno,Cosmed,ALIVIUM,178170807,100mg/mL,sus or,12/11/2012,2024-08-15T16:47:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170807
ibuprofeno,Cosmed,ALIVIUM,178170807,200mg/mL,sus got,08/04/2022,2024-08-15T16:47:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170807
ibuprofeno,Multilab,BUPROVIL,118190061,300mg,com rev,14/10/2021,2024-08-21T17:33:05.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=118190061
ibuprofeno,Catalent,CAPSFEN,101750021,600mg,cap mole,12/03/2021,2024-08-28T11:43:40.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101750021
ibuprofeno,Cosmed,ALIVIUM,178170807,600mg,com rev,08/04/2022,2024-08-15T16:47:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170807
ibuprofeno arginina,Zambon,SPIDUFEN,100840148,1155mg,gran,12/11/2012,2024-10-16T15:21:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100840148
ibuprofeno arginina,Zambon,SPIDUFEN,100840148,770mg,gran,12/11/2012,2024-10-16T15:21:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100840148
ibuprofeno (levolisinato),Recordati,NEOPROFEN,171260006,10mg/ml,sol dil infus,01/09/2023,2025-02-04T16:23:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=171260006
icatibanto (acetato),Takeda,FIRAZYR,106390305,10mg/mL,sol inj,30/08/2017,2023-11-30T15:33:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390305
ifosfamida,Baxter,HOLOXANE,106830171,40mg/ml,po sol inj,28/09/2016,2024-07-16T16:45:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106830171
imatinib (mesilato),Novartis Biociências,GLIVEC,100680174,100mg,com rev,12/11/2012,2024-11-11T14:09:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680174
imatinib (mesilato),Novartis Biociências,GLIVEC,100680174,400mg,com rev,12/11/2012,2024-11-11T14:09:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680174
imiquimode,Farmoquímica S/A,IXIUM,103900176,50mg/g,crem derm,29/10/2014,2024-09-11T14:11:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103900176
imipramina (cloridrato),Cristália,IMIPRA,102980023,25mg,com rev,01/09/2023,2025-05-26T09:32:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980023
indacaterol (maleato),Novartis Biociências,ONBRIZE,100681073,150mcg,cap dura po inal or,30/04/2013,2024-07-31T16:06:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681073
indacaterol (maleato),Novartis Biociências,ONBRIZE,100681073,300mcg,cap dura po inal or,30/04/2013,2024-07-31T16:06:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681073
indapamida,Servier,NATRILIX,112780048,"2,5mg",com rev,12/11/2012,2024-01-24T16:22:14.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112780048
indapamida,Servier,NATRILIX SR,112780048,"1,5mg",com rev lib prol,12/11/2012,2024-01-24T16:22:14.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112780048
indometacina,Aspen Pharma,INDOCID,137640119,25mg,cap dura,12/11/2012,2025-01-31T10:25:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640119
indometacina,Aspen Pharma,INDOCID,137640119,50mg,cap dura,12/11/2012,2025-01-31T10:25:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640119
ingenol (mebutato),Leo Pharma,PICATO,185690005,150µg/g,gel,27/10/2017,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690005
ingenol (mebutato),Leo Pharma,PICATO,185690005,500µg/g,gel,27/10/2017,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690005
ipratrópio (brometo),Boehringer Ingelheim,ATROVENT,103670004,"0,25mg/mL",sol inal,12/11/2012,2025-01-07T18:11:15.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670004
ipratrópio (brometo),Boehringer Ingelheim,ATROVENT N,103670004,20 mcg/dose,aer dosif,12/11/2012,2025-01-07T18:11:15.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103670004
irinotecano (cloridrato tri-hidratado),Wyeth,CAMPTOSAR,121100434,20mg/mL,sol inj,12/11/2012,2024-11-27T14:49:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100434
isavuconazônio (sulfato),United Medical,CRESEMBA,125760031,100mg,cap dura,09/09/2024,2024-06-20T09:43:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760031
isavuconazônio (sulfato),United Medical,CRESEMBA,125760030,200mg,po liof sol inf,28/07/2023,2024-06-20T09:58:56.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760030
isoconazol (nitrato),Bayer,GYNO-ICADEN,170560099,10mg/g,crem vag,12/11/2012,2024-11-12T13:45:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560099
isoconazol (nitrato),Leo Pharma,ICADEN,185690008,10mg/g,crem derm,12/11/2012,2025-01-28T16:53:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690008
isoconazol (nitrato),Leo Pharma,ICADEN,185690008,10mg/mL,sol derm,12/11/2012,2025-01-28T16:53:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690008
isoflurano,Biochimico,ISOFLURANO,100630222,1ml/mL,sol inal,13/03/2013,2024-03-01T15:37:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100630222
isoniazida,Fundação Oswaldo Cruz,FARMANGUINHOS-ISONIAZIDA,110630073,100mg,com,05/06/2020,2021-03-08T16:16:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110630073
isotretinoína,Germed,ISOTRETINOÍNA,105830755,10mg,cap mole,23/06/2016,2024-03-22T09:24:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105830755
isotretinoína,Stiefel,ISOTREX,106750046,"0,5mg/g",gel,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106750046
isotretinoína,Stiefel,ISOTREX,106750046,"0,5mg/g",crem derm,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106750046
isotretinoína,Roche,ROACUTAN,101000182,20mg,cap mole,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101000182
itraconazol,Janssen-Cilag,SPORANOX,112360028,100mg,cap dura,12/11/2012,2024-06-07T10:38:14.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112360028
ivabradina (cloridrato),Servier,PROCORALAN,112780071,5mg,com rev,10/05/2013,2025-01-16T15:13:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112780071
ivabradina (cloridrato),Servier,PROCORALAN,112780071,"7,5mg",com rev,10/05/2013,2025-01-16T15:13:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112780071
ivacaftor,Vertex Farmacêutica,KALYDECO,138230006,150mg,com rev,15/05/2025,2024-07-08T11:02:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=138230006
ivermectina,Abbott,REVECTINA,105530351,6mg,com,12/11/2012,2023-04-05T15:22:46.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530351
ivermectina,Galderma,SOOLANTRA,129160205,10mg/g,crem derm,11/09/2020,2025-01-31T15:48:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=129160205
ixazomibe (citrato),Takeda,NINLARO,106390278,"2,3 mg",cap dura,03/05/2024,2025-03-13T16:57:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390278
ixazomibe (citrato),Takeda,NINLARO,106390278,3 mg,cap dura,03/05/2024,2025-03-13T16:57:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390278
ixazomibe (citrato),Takeda,NINLARO,106390278,4 mg,cap dura,03/05/2024,2025-03-13T16:57:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390278
lacidipino,Glaxosmithkline,LACIPIL,101070179,4mg,com rev,12/11/2012,2025-01-13T14:51:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070179
lacosamida,Ucb Biopharma,VIMPAT,123610081,50mg,com rev,01/07/2014,2024-08-26T19:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610081
lacosamida,Ucb Biopharma,VIMPAT,123610081,100mg,com rev,01/07/2014,2024-08-26T19:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610081
lacosamida,Ucb Biopharma,VIMPAT,123610081,150mg,com rev,01/07/2014,2024-08-26T19:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610081
lacosamida,Ucb Biopharma,VIMPAT,123610081,200mg,com rev,01/07/2014,2024-08-26T19:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610081
lacosamida,Ucb Biopharma,VIMPAT,123610081,10mg/ml,sol or,01/07/2014,2024-08-26T19:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610081
lacosamida,Ucb Biopharma,VIMPAT,123610081,10mg/ml,sol inj,01/07/2014,2024-08-26T19:49:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610081
lamivudina,Glaxosmithkline,EPIVIR,101070236,150mg,com rev,12/11/2012,2024-05-27T17:45:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070236
lamivudina,Cristália,LAMI,102980245,10mg/mL,sol or,25/11/2016,2021-03-12T20:17:59.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980245
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,25mg,com,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,50mg,com,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,100mg,com,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,5mg,com sus,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,25mg,com sus,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,50mg,com sus,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,100mg,com sus,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lamotrigina,Glaxosmithkline,LAMICTAL,101070006,200mg,com sus,12/11/2012,2025-02-13T16:46:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070006
lanreotida (acetato),Beaufor Ipsen,SOMATULINE AUTOGEL,169770002,"60mg/0,5mL",sol inj,08/04/2022,2025-01-20T17:56:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=169770002
lanreotida (acetato),Beaufor Ipsen,SOMATULINE AUTOGEL,169770002,"90mg/0,5mL",sol inj,08/04/2022,2025-01-20T17:56:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=169770002
lanreotida (acetato),Beaufor Ipsen,SOMATULINE AUTOGEL,169770002,"120mg/0,5mL",sol inj,08/04/2022,2025-01-20T17:56:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=169770002
lansoprazol,Medley,LANSOPRAZOL,183260178,15mg,cap dura lib retard,25/11/2016,2024-08-15T14:59:15.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260178
lansoprazol,Legrand,LANSOPRAZOL,167730301,30mg,cap dura lib retard,23/09/2014,2024-07-19T12:33:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=167730301
lapatinibe (ditosilato),Novartis Biociências,TYKERB,100681137,250mg,com rev,06/06/2013,2024-04-10T08:36:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681137
latanoprosta,Upjohn Brasil,XALATAN,115350001,50mcg/mL,sol oft,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350001
latanoprosteno bunode,BL Industria,VYZULTA,119610029,"0,24mg/mL",sol got,08/12/2023,2025-01-10T09:48:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=119610029
leflunomida,Sanofi Medley,ARAVA,183260442,20mg,com rev,12/11/2012,2024-08-26T11:11:26.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260442
leflunomida,Sanofi Medley,ARAVA,183260442,100mg,com rev,12/11/2012,2024-08-26T11:11:26.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260442
lenalidomida,Bristol Myers Squibb,REVLIMID,101800410,"2,5mg",cap dura,15/06/2018,2024-09-02T16:20:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101800410
lenalidomida,Bristol Myers Squibb,REVLIMID,101800410,5mg,cap dura,15/06/2018,2024-09-02T16:20:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101800410
lenalidomida,Bristol Myers Squibb,REVLIMID,101800410,10mg,cap dura,15/06/2018,2024-09-02T16:20:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101800410
lenalidomida,Bristol Myers Squibb,REVLIMID,101800410,15mg,cap dura,15/06/2018,2024-09-02T16:20:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101800410
lenalidomida,Bristol Myers Squibb,REVLIMID,101800410,20mg,cap dura,07/12/2020,2024-09-02T16:20:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101800410
lenalidomida,Bristol Myers Squibb,REVLIMID,101800410,25mg,cap dura,15/06/2018,2024-09-02T16:20:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101800410
lenvatinibe (mesilato),United Medical,LENVIMA,125760027,4mg,cap dura,13/03/2018,2024-09-18T11:12:02.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760027
lenvatinibe (mesilato),United Medical,LENVIMA,125760027,10mg,cap dura,13/03/2018,2024-09-18T11:12:02.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760027
lercanidipino (cloridrato),Apsen Farmacêutica,ZANIDIP,101180641,10mg,com rev,21/01/2013,2024-09-16T15:01:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180641
lercanidipino (cloridrato),Apsen Farmacêutica,ZANIDIP,101180641,20mg,com rev,21/01/2013,2024-09-16T15:01:38.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180641
letermovir,Merck Sharp & Dohme,PRIVYMTRA,101710223,240mg,com rev,08/07/2022,2024-05-20T13:22:45.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101710223
letermovir,Merck Sharp & Dohme,PRIVYMTRA,101710223,480mg,com rev,08/07/2022,2024-05-20T13:22:45.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101710223
letrozol,Novartis Biociências,FEMARA,100680100,"2,5mg",com rev,12/11/2012,2024-09-11T15:03:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100680100
leuprorrelina (acetato),Zodiac,ELIGARD,122140074,"7,5mg",pó liof sus inj,26/11/2021,2025-03-27T14:28:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140074
leuprorrelina (acetato),Zodiac,ELIGARD,122140074,"22,5mg",pó liof sus inj,26/11/2021,2025-03-27T14:28:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140074
leuprorrelina (acetato),Zodiac,ELIGARD,122140074,45mg,pó liof sus inj,26/11/2021,2025-03-27T14:28:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140074
levamisol (cloridrato),Janssen-Cilag,ASCARIDIL,112363331,80mg,com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363331
levamisol (cloridrato),Janssen-Cilag,ASCARIDIL,112363331,150mg,com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363331
levanlodipino (besiltato),Biolab Sanus,NOVANLO,109740219,"2,5mg",com,23/07/2013,2022-05-17T11:08:42.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740219
levanlodipino (besiltato),Biolab Sanus,NOVANLO,109740219,5mg,com,23/07/2013,2022-05-17T11:08:42.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740219
levetiracetam,Aché,ETIRA,105730515,500 mg,com rev,30/10/2018,2022-10-31T09:43:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730515
levetiracetam,Aché,ETIRA,105730515,1000 mg,com rev,30/10/2018,2022-10-31T09:43:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730515
levetiracetam,Ucb Biopharma,KEPPRA,123610083,250mg,com rev,25/05/2016,2024-07-31T19:07:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610083
levetiracetam,Ucb Biopharma,KEPPRA,123610083,100mg/mL,sol or,28/09/2016,2024-07-31T19:07:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610083
levetiracetam,Ucb Biopharma,KEPPRA,123610083,750mg,com rev,25/05/2016,2024-07-31T19:07:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610083
levetiracetam,Ucb Biopharma,KEPPRA XR,123610093,500mg,com rev lib prol,11/09/2020,2024-07-31T18:55:15.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610093
levetiracetam,Ucb Biopharma,KEPPRA XR,123610093,750mg,com rev lib prol,11/09/2020,2024-07-31T18:55:15.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610093
levetiracetam,Eurofarma,ANTARA IV,100431481,100 mg/mL,sol para inf,03/05/2024,2024-04-08T13:53:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431481
levocetirizina (dicloridrato),Ucb Biopharma,ZYXEM,100580105,5mg/ml,sol or,29/10/2014,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580105
levocetirizina (dicloridrato),Ucb Biopharma,ZYXEM,100580105,5mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580105
levodropropizina,Aché,ANTUX,105730205,6mg/mL,xpe,08/07/2022,2021-07-15T18:30:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730205
levodropropizina,Aché,ANTUX,105730205,30mg/mL,sol or,08/07/2022,2021-07-15T18:30:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730205
levofloxacino (hemiidratado),Janssen-Cilag,LEVAQUIN,112363316,500mg,com rev,12/11/2012,2025-03-19T15:11:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363316
levofloxacino (hemiidratado),Cristália,LEVOTAC,102980303,5mg/ml,sol inj bolsa,29/11/2017,2025-03-18T11:15:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980303
levofloxacino (hemiidratado),Apsen Farmacêutica,LEVOXIN,101180149,250mg,com rev,27/10/2017,2025-03-24T13:27:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180149
levofloxacino (hemiidratado),Eurofarma,TAMIRAM,100431111,750mg,com rev,29/01/2016,2025-03-11T14:21:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431111
levomalato de cabozantinibe,Beaufor Ipsen,CABOMETYX,169770004,20mg,com rev,03/03/2020,2025-05-09T13:46:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=169770004
levomalato de cabozantinibe,Beaufor Ipsen,CABOMETYX,169770004,40mg,com rev,03/03/2020,2025-05-09T13:46:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=169770004
levomalato de cabozantinibe,Beaufor Ipsen,CABOMETYX,169770004,60mg,com rev,03/03/2020,2025-05-09T13:46:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=169770004
levomepromazina (cloridrato),Sanofi Medley,NEOZINE,183260316,40mg/ml,sol or,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260316
levomepromazina (cloridrato),Sanofi Medley,NEOZINE,183260316,5mg/ml,sol inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260316
levomepromazina (maleato),Sanofi Medley,NEOZINE,183260316,25mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260316
levomepromazina (maleato),Sanofi Medley,NEOZINE,183260316,100mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260316
levonorgestrel,Cimed,DIAD,143810088,"0,75mg",com,09/04/2021,2025-05-23T08:25:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=143810088
levonorgestrel,Cimed,DIAD,143810088,"1,5mg",com,09/04/2021,2025-05-23T08:25:11.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=143810088
levonorgestrel,Bayer,MIRENA,170560106,52mg,disp intra-uterino,12/11/2013,2024-11-29T08:27:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560106
levosimendana,Abbott,SIMDAX,105530255,"2,5mg/ml",sol inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530255
levotiroxina sódica,Aché,LEVOID,105730366,38mcg,com,30/11/2015,2025-02-10T11:43:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730366
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,25mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,50mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,75mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,88mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,100mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,112mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,125mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,150mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,175mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
levotiroxina sódica,Sanofi Medley,PURAN T4,183260353,200mcg,com,12/11/2012,2024-04-11T10:23:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260353
